book_id,author,book_name
1081413,Ian Ayres,Super Crunchers: Why Thinking-by-Numbers Is the New Way to Be Smart
1081976,Dick Francis,Dead Heat
1085381,Robert Darnton,The Great Cat Massacre: And Other Episodes in French Cultural History
1085771,Robert Kirkman,The Walking Dead Vol. 7: Calm before
1086020,Anna Quindlen,Good Dog. Stay.
1086321,Agatha Christie,The Mystery of the Blue Train
1087075,Beth Harbison,Shoe Addicts Anonymous
1087176,Clamp,"Chobits, Vol. 5"
1087204,Bisco Hatori,"Ouran High School Host Club, Vol. 1"
1087205,Bisco Hatori,"Ouran High School Host Club, Vol. 3"
1087207,Bisco Hatori,"Ouran High School Host Club, Vol. 4"
1087212,Bisco Hatori,"Ouran High School Host Club, Vol. 5"
1087403,Shirley Conran,Lace
1088704,Nancy Price,Sleeping with the Enemy
1088892,Jennifer Rardin,Biting the Bullet
1091582,Ray Bradbury,The October Country: Stories
1092991,Patrick F. McManus,Never Sniff A Gift Fish
1093862,Barbara Freethy,Just the Way You Are
1094131,Rex Stout,Please Pass the Guilt
1094403,P.G. Wodehouse,The Man With Two Left Feet and Other Stories
1094933,Franny Billingsley,The Folk Keeper
1095395,Tite Kubo,"Bleach, Volume 21"
1096163,Kevin Sherry,I'm the Biggest Thing in the Ocean!
1096334,Lynne Graham,The Spanish Groom
1098486,Elyn R. Saks,The Center Cannot Hold: My Journey Through Madness
1099097,Judith Kerr,The Tiger Who Came to Tea
1099301,Pseudonymous Bosch,The Name of This Book Is Secret
1099466,Jill Murphy,The Worst Witch Strikes Again
1099595,Brian K. Vaughan,"Runaways, Vol. 6: Parental Guidance"
1099725,Suzanne Enoch,Sin and Sensibility
1099757,Martin Millar,Lonely Werewolf Girl
1100375,Donn Fendler,Lost on a Mountain in Maine
1100549,Seamus Heaney,"Selected Poems, 1966-1987"
1101107,Jeff Lemire,"Essex County, Vol. 1: Tales from the Farm"
1101679,Timothy Findley,Not Wanted on the Voyage
1102243,Daniel Walker Howe,"What Hath God Wrought: The Transformation of America, 1815 - 1848"
1102322,Margaret Laurence,The Stone Angel
1102814,Nancy Springer,The Case of the Bizarre Bouquets
1102987,James E. Talmage,The Great Apostasy
1103075,Esther Wood Brady,Toliver's Secret
1103543,Gerald Morris,The Savage Damsel and the Dwarf
1103544,Hitoshi Iwaaki,Parasyte 1
1103880,Sharon Lee,Conflict of Honors
1103881,Sharon Lee,Carpe Diem
1105093,Randall Wallace,Braveheart
1105465,Maj Sjowall,The Fire Engine That Disappeared
1105468,Maj Sjowall,The Abominable Man
1105470,Maj Sjowall,The Locked Room
1105472,Maj Sjowall,Cop Killer
1105956,Roberto Saviano,Gomorrah
1106532,Louisa May Alcott,Jack and Jill
1106766,Henry B. Eyring,To Draw Closer To God: A Collection Of Discourses
1107001,Julee Rosso,The Silver Palate Cookbook
1107296,David Weber,Mutineers' Moon
1107543,Jayne Castle,Zinnia
1107545,Jayne Castle,Amaryllis
1108019,Debbie Macomber,A Season of Angels
1109255,Shane Claiborne,Jesus for President: Politics for Ordinary Radicals
1110968,Bret Hart,Hitman: My Real Life in the Cartoon World of Wrestling
1111162,Yoshiki Nakamura,"Skip Beat!, Vol. 09"
1111600,Robert Jordan,The Wheel of Time: Boxed Set
1111741,Lucy Hawking,George's Secret Key to the Universe
1111811,Scott Adams,Fugitive from the Cubicle Police
1112133,Diane Chamberlain,Secret Lives
1112404,Julie Garwood,Shadow Music
1113155,Pyotr Kropotkin,The Conquest of Bread
1113545,Brandon Mull,The Candy Shop War
1116393,Karen Miller,The Awakened Mage
1116594,Joseph Krumgold,...And Now Miguel
1117634,Ernst F. Schumacher,Small Is Beautiful: Economics as if People Mattered
1119044,Geoff Johns,"52, Vol. 3"
1119046,Geoff Johns,"52, Vol. 4"
1120825,Natsuki Takaya,"Fruits Basket, Vol. 6"
1122023,Alexandra Sokoloff,The Harrowing
1122428,Simone Elkeles,How to Ruin My Teenage Life
1123434,Lawana Blackwell,The Widow of Larkspur Inn
1123515,Louis L'Amour,Lonely on the Mountain
1123516,Louis L'Amour,Sackett
1123517,Louis L'Amour,The Sky-Liners
1123518,Louis L'Amour,Galloway
1123529,Louis L'Amour,Shalako
1123549,Louis L'Amour,The Lonesome Gods
1123566,Louis L'Amour,Taggart
1123578,Louis L'Amour,The Shadow Riders
1123586,Louis L'Amour,The Rider of Lost Creek
1123601,Louis L'Amour,The Cherokee Trail
1123827,L.E. Modesitt Jr.,The White Order
1123897,Neal A. Maxwell,All These Things Shall Give Thee Experience
1126326,Akimi Yoshida,"Banana Fish, Vol. 1"
1126719,Alastair Reynolds,House of Suns
1126942,Valerie Tripp,Kit's Surprise: A Christmas Story
1126945,Valerie Tripp,Kit Learns a Lesson: A School Story
1127996,Betty Crocker,Betty Crocker's Cookbook
1128178,Diane Ackerman,The Zookeeper's Wife
1128364,Frances O'Roark Dowell,Shooting the Moon
1128434,Andrzej Sapkowski,The Last Wish
1128665,Tristan Taormino,Opening Up: A Guide to Creating and Sustaining Open Relationships
1128670,Kevin Crossley-Holland,The Seeing Stone
1128849,Laurie Keller,Arnie the Doughnut
1128964,Mike Carey,Vicious Circle
1128994,Thomas Hardy,The Trumpet-Major
1129297,Stan Berenstain,The Berenstain Bears Get the Gimmies
1129928,Jack Womack,Random Acts of Senseless Violence
1130878,Judith Ivory,Beast
1131592,Barry Eisler,Extremis
1132348,Anne Perry,Rutland Place
1132808,Ethan Rarick,Desperate Passage: The Donner Party's Perilous Journey West
1133452,Stephen Coonts,Final Flight
1133489,Gordon R. Dickson,"Soldier, Ask Not"
1134023,Herbie Brennan,Faerie Wars
1134122,Norman Vincent Peale,The Power of Positive Thinking
1134743,Peter Temple,The Broken Shore
1135172,Jane Porter,Odd Mom Out
1135466,Cathy Marie Hake,Fancy Pants
1137151,Budge Wilson,Before Green Gables
1137215,Cherie Priest,Boneshaker
1137422,Blake Crouch,Locked Doors
1137702,Algernon Blackwood,The Wendigo
1139129,Gerald Brittle,The Demonologist
1139231,Leonard Sax,Boys Adrift: The Five Factors Driving the Growing Epidemic of Unmotivated Boys and Underachieving Young Men
1139452,Nicola Barker,Darkmans
1140216,Carol Berg,Breath and Bone
1140263,Barbara Park,Junie B. Jones Is a Party Animal
1140696,Mark Millar,"The Ultimates 2, Vol. 2: Grand Theft America"
1140698,Elizabeth von Arnim,Elizabeth and Her German Garden
1140802,Ann Nolan Clark,Secret of the Andes
1140987,Akira Yoshimura,Shipwrecks
1141902,Michael Lee West,Mermaids in the Basement
1142008,Jodi Picoult,Wonder Woman: Love and Murder
1142147,Jim Fergus,The Wild Girl
1142222,Bill Willingham,"Jack of Fables, Vol. 2: Jack of Hearts"
1142756,Lilith Saintcrow,Saint City Sinners
1142757,Lilith Saintcrow,To Hell and Back
1143788,Pierre Bayard,How to Talk About Books You Haven't Read
1144054,Jo Beverley,An Unwilling Bride
1144084,Jayne Ann Krentz,Light in Shadow
1145427,A.M. Jenkins,Repossessed
1145862,Patty Lovell,"Stand Tall, Molly Lou Melon"
1146093,Richard Peck,Ghosts I Have Been
1149440,Charles R. Cross,Heavier Than Heaven: A Biography of Kurt Cobain
1149593,David Gibbins,Atlantis
1150339,Scott Smith,The Ruins
1150371,Samantha James,A Perfect Bride
1151087,J.A. Jance,Trial by Fury
1151315,Brian Wood,"DMZ, Vol. 3: Public Works"
1152201,Elizabeth Noble,Things I Want My Daughters to Know
1152247,Jane O'Connor,"Fancy Nancy: Bonjour, Butterfly"
1153501,William Kent Krueger,Thunder Bay
1153502,William Kent Krueger,Copper River
1153709,Lynley Dodd,Hairy Maclary from Donaldson's Dairy
1155314,Ron Currie Jr.,God Is Dead
1156110,Voltaire,Micromegas
1157452,Matsuri Hino,"MeruPuri, Vol. 1"
1158510,Susan S. Adler,Samantha Learns a Lesson: A School Story
1158530,Greg Rucka,Whiteout
1158706,J.D. Robb,Strangers in Death
1159413,Alex Berenson,The Ghost War
1159679,Marie Phillips,Gods Behaving Badly
1160780,Oliver La Farge,Laughing Boy: A Navajo Love Story
1162022,Melina Marchetta,On the Jellicoe Road
1162185,Carole Wilkinson,Dragon Keeper
1162506,Oscar Wilde,The Importance of Being Earnest: Oscar Wilde's Beloved Comedy with Full Text and Exclusive Commentary
1162543,Stephenie Meyer,Breaking Dawn
1163444,Tasha Alexander,A Fatal Waltz
1163885,Donald B. Kraybill,Amish Grace: How Forgiveness Transcended Tragedy
1165509,Geronimo Stilton,Lost Treasure of the Emerald Eye
1166131,Robert Muchamore,The Recruit
1166728,Brian K. Vaughan,"Ex Machina, Vol. 6: Power Down"
1168341,Michio Kaku,Physics of the Impossible
1168593,Candice Proctor,Night in Eden
1169429,Paul Krugman,The Conscience of a Liberal
1169442,Jack Weyland,Sam
1169556,Herge,The Broken Ear
1169808,L.J. Smith,The Fury
1169859,Julian May,Jack the Bodiless
1170158,Ursula K. Le Guin,The Earthsea Trilogy
1170244,Ann Rule,Empty Promises and Other True Cases
1170964,Anne LaBastille,Woodswoman I: Living Alone in the Adirondack Wilderness
1171738,Laura Childs,Keepsake Crimes
1171822,Sheri Dew,"If Life Were Easy, It Wouldn't Be Hard: And Other Reassuring Truths"
1171954,Euripides,Electra
1173411,Lucette Lagnado,The Man in the White Sharkskin Suit: My Family's Exodus from Old Cairo to the New World
1173576,Joe Navarro,What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People
1174062,Cindy Gerard,To the Brink
1175376,Susan Wicklund,This Common Secret: My Journey as an Abortion Doctor
1175893,Roderick Gordon,Tunnels
1175991,Chuck Thompson,Smile When You're Lying
1176884,Stephanie Bond,Body Movers
1177331,James Clemens,Wit'ch Storm
1178039,Steve Berry,The Venetian Betrayal
1178206,Deborah Crombie,A Finer End
1178207,Deborah Crombie,And Justice There Is None
1178230,Roberto Bolano,Nazi Literature in the Americas
1178310,Richard Montanari,The Rosary Girls
1179149,Stephanie Laurens,Beyond Seduction
1179814,Belva Plain,Homecoming
1180333,Henry Van Dyke,The Mansion
1180618,Lyndon Hardy,Master of the Five Magics
1182095,James Wright,The Branch Will Not Break
1182523,Richard Price,Samaritan
1182531,Stuart MacBride,Cold Granite
1183696,Anne Rice,"The Mummy, or Ramses the Damned"
1184305,Siobhan Dowd,The London Eye Mystery
1186103,Jeanne C. Stein,Blood Drive
1188127,T.H. White,The Goshawk
1188294,Jennifer Lynn Barnes,Perfect Cover
1189454,A.B. Facey,A Fortunate Life
1189878,Steve Kluger,My Most Excellent Year
1191449,Kenneth Oppel,Sunwing
1191459,Sarah McCarty,Caine's Reckoning
1192521,Kay Lynn Mangum,The Secret Journal of Brett Colton
1192701,P.N. Elrod,"I, Strahd: The Memoirs of a Vampire"
1192756,Jennifer Estep,Karma Girl
1193230,Susan Choi,A Person of Interest
1194366,Adam Rex,The True Meaning of Smekday
1194503,Laurie Keller,Do Unto Otters: A Book About Manners
1194659,Hal Edward Runkel,Screamfree Parenting: The Revolutionary Approach to Raising Your Kids by Keeping Your Cool
1195268,Fuchsia Dunlop,Shark's Fin and Sichuan Pepper: A Sweet-Sour Memoir of Eating in China
1195367,Elizabeth Foreman Lewis,Young Fu of the Upper Yangtze
1197129,C.J. Cherryh,The Pride of Chanur
1197158,Sanora Babb,Whose Names Are Unknown
1197423,Jennifer Worth,Call the Midwife: A True Story of the East End in the 1950s
1197456,Mary Kay Andrews,Deep Dish
1199688,Samuel R. Delany,Babel-17
1200465,D.E. Stevenson,Miss Buncle's Book
1200466,D.E. Stevenson,Miss Buncle Married
1201724,Norman Partridge,Dark Harvest
1201864,Jack London,The Scarlet Plague
1205297,John Grisham,Playing for Pizza
1205822,Gerald N. Lund,One in Thine Hand
1206073,David Hackett Fischer,Washington's Crossing
1206219,Julia Fox,Jane Boleyn: The True Story of the Infamous Lady Rochford
1207895,Dean Hughes,When We Meet Again
1207904,Eric Clapton,Clapton: The Autobiography
1207980,Robert Leckie,Helmet for My Pillow
1208792,Connie Brockway,As You Desire
1208966,Joey W. Hill,Natural Law
1210487,Alyson Noel,Saving Zoe
1210754,Jessica Day George,"Sun and Moon, Ice and Snow"
1211497,John O'Donohue,To Bless the Space Between Us: A Book of Blessings
1211904,Obert Skye,Leven Thumps and the Eyes of the Want
1212868,Kate Furnivall,The Russian Concubine
1214485,Garth Ennis,"The Boys, Volume 1: The Name of the Game"
1215032,Patrick Rothfuss,The Wise Man's Fear
1215290,Robert L. May,Rudolph the Red-Nosed Reindeer
1215358,Alan Greenspan,The Age of Turbulence
1215919,Monica McCarty,Highlander Untamed
1215924,Monica McCarty,Highlander Unmasked
1215929,Monica McCarty,Highlander Unchained
1217100,Jay Asher,Thirteen Reasons Why
1217728,Jiang Rong,Wolf Totem
1217881,W. Cleon Skousen,The 5000 Year Leap
1218465,Robert Littell,The Company
1219103,Jules Verne,Five Weeks in a Balloon
1219949,Tan Twan Eng,The Gift of Rain
1219954,Iris Rainer Dart,Beaches
1220113,Marilyn Sadler,It's Not Easy Being a Bunny
1220282,Chris Van Dusen,If I Built a Car
1220459,Stefan Zweig,The Royal Game
1220721,Meg Rosoff,What I Was
1222900,David L. Golemon,Event
1223119,David McKee,Elmer
1223288,Michelle Paver,Soul Eater
1223606,Avi,The Seer of Shadows
1225261,Linwood Barclay,No Time for Goodbye
1225347,Will Thomas,The Limehouse Text
1225621,Kim Harrison,The Outlaw Demon Wails
1225741,Wendy Roberts,The Remains of the Dead
1227249,Dorothy Koomson,Marshmallows for Breakfast
1227735,Linwood Barclay,Bad Move
1228628,Poul Anderson,Brain Wave
1231511,Erin Hunter,Dark River
1231846,Dave Duncan,Perilous Seas
1232140,Ariana Franklin,The Serpent's Tale
1233478,Karen Chance,Embrace the Night
1233859,Margaret Atwood,The Door
1234382,John Cheever,The Swimmer
1234704,Douglas Preston,Blasphemy
1234727,Michael Moorcock,An Alien Heat
1235403,Janet Benge,Gladys Aylward: The Adventure of a Lifetime
1235499,Meg Wolitzer,The Ten-Year Nap
1236244,Jacques Philippe,Searching for and Maintaining Peace: A Small Treatise on Peace of Heart
1236298,Jim C. Hines,Goblin War
1237030,Anne Perry,Callander Square
1237031,Anne Perry,The Sins of the Wolf
1237032,Anne Perry,Weighed in the Balance
1237300,Naomi Klein,The Shock Doctrine: The Rise of Disaster Capitalism
1237398,Eiichiro Oda,"One Piece, Volume 1: Romance Dawn"
1238101,Samantha Hunt,The Invention of Everything Else
1238338,Dean Hughes,As Long As I Have You
1238339,Dean Hughes,The Writing on the Wall
1238341,Dean Hughes,So Much of Life Ahead
1238684,Kazu Kibuishi,The Stonekeeper
1239219,Katherine Marsh,The Night Tourist
1240131,C.E. Murphy,Heart of Stone
1240662,J.R. Ward,Lover Enshrined
1241082,Anne Perry,Resurrection Row
1241085,Anne Perry,Bluegate Fields
1241090,Anne Perry,Bethlehem Road
1241091,Anne Perry,Defend and Betray
1241100,Anne Perry,A Dangerous Mourning
1241240,Stephen White,Privileged Information
1241534,Sheri Dew,No Doubt About It
1241844,Linda Fairstein,Killer Heat
1242525,Marie Belloc Lowndes,The Lodger
1242543,Kate Braestrup,Here If You Need Me
1244135,Alice Kimberly,The Ghost and the Dead Deb
1244288,Robin D. Owens,Heart Mate
1246118,Fred Hoyle,The Black Cloud
1247446,Jeffrey Eugenides,"My Mistress's Sparrow is Dead: Great Love Stories, from Chekhov to Munro"
1248179,John Grisham,The Appeal
1249595,Janet Evanovich,Wife for Hire
1250284,Nicci French,The Red Room
1250316,James Herbert,The Secret of Crickley Hall
1250814,Laila Lalami,Hope And Other Dangerous Pursuits
1251032,Perry Moore,Hero
1252410,Carrie Fisher,The Best Awful
1254877,Arthur Conan Doyle,The Red-Headed League
1254951,Anna Godbersen,The Luxe
1255781,Mitch Albom,Have a Little Faith: a True Story
1257271,Lynn Kurland,The Mage's Daughter
1257586,Nnedi Okorafor,Zahrah the Windseeker
1258027,Natsuki Takaya,"Fruits Basket, Vol. 19"
1258121,Jacqueline Davies,The Lemonade War
1258536,Paul Celan,Poems of Paul Celan
1258928,Madeleine L'Engle,A Wrinkle in Time
1260005,Dan Koeppel,Banana: The Fate of the Fruit That Changed the World
1261277,Tomoko Ninomiya,"Nodame Cantabile, Vol. 1"
1262341,John Twelve Hawks,The Dark River
1263346,Richie Tankersley Cusick,Trick or Treat
1264299,H.A. Rey,Curious George Gets a Medal
1264554,Diamond Comic Distributors Inc.,Torso
1264695,Lynn Viehl,Dark Need
1264916,Jeanne C. Stein,The Watcher
1265289,A. Lee Martinez,The Automatic Detective
1265656,Conn Iggulden,Wolf of the Plains
1266297,Joshilyn Jackson,The Girl Who Stopped Swimming
1267077,Akira Toriyama,"Dragon Ball, Vol. 3: The Training of Kame-Sen'nin"
1267078,Akira Toriyama,"Dragon Ball, Vol. 2: Wish Upon a Dragon"
1267079,Akira Toriyama,"Dragon Ball, Vol. 14: Heaven and Earth"
1267080,Akira Toriyama,"Dragon Ball, Vol. 15: The Titanic Tournament"
1267081,Akira Toriyama,"Dragon Ball, Vol. 16: Goku vs. Piccolo"
1267082,Akira Toriyama,"Dragon Ball, Vol. 8: Taopaipai and Master Karin"
1267083,Akira Toriyama,"Dragon Ball, Vol. 10: Return to the Tournament"
1267866,Kurt Vonnegut Jr.,"Happy Birthday, Wanda June"
1268348,Barbara Delinsky,The Secret Between Us
1268479,Brandon Sanderson,Warbreaker
1270360,Susan Gregg Gilmore,Looking for Salvation at the Dairy Queen: A Novel
1270615,Joss Whedon,"Buffy the Vampire Slayer: Season 8, Vol. 1: The Long Way Home"
1271104,Rose Tremain,The Road Home
1271864,Mary Balogh,The Devil's Web
1272835,Laurie R. King,Touchstone
1274861,Josh Lanyon,Fatal Shadows
1276938,Mary Doria Russell,Dreamers of the Day
1278221,Stephen King,The Best American Short Stories 2007
1278752,Kate Morton,The House at Riverton
1279517,Janet Evanovich,The Grand Finale
1279686,Conn Iggulden,Genghis: Birth of an Empire
1280293,J.D. Robb,Three in Death
1280618,Shayla Black,Decadent
1281575,Steven Brust,Jhereg
1282266,George R.R. Martin,Hunter's Run
1282954,Liane Moriarty,The Last Anniversary
1283394,Laura Childs,The Silver Needle Murder
1283566,Drew Gilpin Faust,This Republic of Suffering: Death and the American Civil War
1284050,Victoria Laurie,Demons are a Ghoul's Best Friend
1284085,Margaret Landon,Anna and the King of Siam
1285704,Joey W. Hill,The Vampire Queen's Servant
1286943,Tim Dorsey,Atomic Lobster
1287540,Ludwig Bemelmans,Madeline's Christmas
1287646,Anna McQuinn,Lola at the Library
1289617,Amity Shlaes,The Forgotten Man: A New History of the Great Depression
1289644,H.P. Lovecraft,The Rats in the Walls
1290396,Tim Madigan,"The Burning: Massacre, Destruction, and the Tulsa Race Riot of 1921"
1291211,Robert Muchamore,Class A
1292495,Chuck Hogan,Prince of Thieves
1293450,Kerrelyn Sparks,The Undead Next Door
1295202,Simon R. Green,The Unnatural Inquirer
1296380,Lucy Monroe,The Billionaire's Pregnant Mistress
1296415,Ellen Stoll Walsh,Mouse Paint
1297150,Bernard Cornwell,Sword Song
1297291,Jason Aaron,Scalped: Indian Country
1297810,Kate McMullan,I Stink!
1297985,Oliver Sacks,Musicophilia: Tales of Music and the Brain
1300866,Andrea J. Buchanan,The Daring Book for Girls
1301153,Meg Cabot,Princess Mia
1302575,Helen Humphreys,The Lost Garden
1303414,Peter Sis,The Wall: Growing Up Behind the Iron Curtain
1303564,Robert Muchamore,Maximum Security
1305912,Elizabeth Moon,Victory Conditions
1306065,Mary Pope Osborne,Season of the Sandstorms
1306127,Sue Miller,The Senator's Wife
1306744,Danielle Steel,Honor Thyself
1309025,Manda Scott,Dreaming the Eagle
1309082,Elizabeth Chadwick,The Scarlet Lion
1309276,Darwyn Cooke,Batman: Ego and Other Tails
1309285,Mark Chiarello,"Batman: Black and White, Vol. 1"
1310029,Charles Todd,A Pale Horse
1310439,Harley Jane Kozak,Dating Dead Men
1311355,Takehiko Inoue,"Slam Dunk, Vol. 1"
1312031,Alex Kershaw,The Longest Winter: The Battle of the Bulge and the Epic Story of World War II's Most Decorated Platoon
1314332,Jenny Downham,Before I Die
1315418,James Lee Burke,A Morning for Flamingos
1316382,Jason F. Wright,The Wednesday Letters
1316617,Richelle Mead,Succubus on Top
1317696,Salman Rushdie,The Enchantress of Florence
1320279,Mo Yan,Life and Death Are Wearing Me Out
1321926,Soji Shimada,The Tokyo Zodiac Murders
1324764,Takehiko Inoue,"Vagabond, Volume 4"
1326258,P.C. Cast,Chosen
1328363,Joan M. Wolf,Someone Named Eva
1328608,Connie Brockway,My Dearest Enemy
1328721,Simon Beckett,Written in Bone
1329726,Oscar Wilde,The Ballad of Reading Gaol
1330324,Amitav Ghosh,Sea of Poppies
1330645,Barbara Quick,Vivaldi's Virgins
1330763,Joshua Henkin,Matrimony
1331653,Paul Torday,Salmon Fishing in the Yemen
1332918,Alice Kimberly,The Ghost and the Dead Man's Library
1332941,Rhys Bowen,Evan Help Us
1332942,Rhys Bowen,Evanly Choirs
1333030,Maya Banks,Sweet Surrender
1333202,A.A. Milne,The Red House Mystery
1333520,Neil deGrasse Tyson,The Pluto Files: The Rise and Fall of America's Favorite Planet
1335019,H.P. Lovecraft,Necronomicon: The Best Weird Tales
1335184,Eugene Bradley Coco,Walt Disney's Peter Pan
1335479,Tim Reiterman,Raven: The Untold Story of the Rev. Jim Jones and His People
1335568,John Crowley,Engine Summer
1335601,Algernon Blackwood,The Willows
1337759,Ayu Utami,Saman
1337973,Yoko Ogawa,The Diving Pool: Three Novellas
1339023,Kerry Greenwood,Blood and Circuses
1339024,Kerry Greenwood,Earthly Delights
1339025,Kerry Greenwood,Away with the Fairies
1339026,Kerry Greenwood,Urn Burial
1339202,Anne Rice,The Road to Cana
1342091,Mercer Mayer,Me Too!
1342650,Pat Barker,Life Class
1343295,Merrilee Browne Boyack,"The Parenting Breakthrough: Real-Life Plan to Teach Your Kids to Work, Save Money, and Be Truly Independent"
1343718,MaryJanice Davidson,Dead Over Heels
1346033,Rita Mae Brown,The Purrfect Murder
1347446,Taichi Yamada,Strangers
1347837,Drew Karpyshyn,Rule of Two
1348468,Erin Hunter,Warrior's Refuge
1351174,Pierre Boulle,The Bridge Over the River Kwai
1351988,Walter D. Edmonds,The Matchlock Gun
1352429,Kate Maloy,Every Last Cuckoo
1354214,Richard Adams,The Girl in a Swing
1354323,Alex Bledsoe,The Sword-Edged Blonde
1355465,James Wood,How Fiction Works
1355547,Keith Gessen,All the Sad Young Literary Men
1357592,Lisa Scottoline,Lady Killer
1358844,Sophie Kinsella,Remember Me?
1359418,Lynn Gardner,Emeralds and Espionage
1359478,Michael Harvey,The Chicago Way
1359900,Norihiro Yagi,"Claymore, Vol. 2: Darkness in Paradise"
1361424,Dan Abnett,Necropolis
1363427,Three Initiates,Kybalion: A Study of the Hermetic Philosophy of Ancient Egypt and Greece
1363577,Lauren Willig,The Seduction of the Crimson Rose
1363609,Masashi Kishimoto,"Naruto, Vol. 23: Predicament"
1365225,Jose Emilio Pacheco,Las batallas en el desierto
1370300,Lemony Snicket,The Latke Who Couldn't Stop Screaming: A Christmas Story
1371854,Virginia Smith,Stuck in the Middle
1372055,Jack Campbell,Courageous
1373381,Jojo Moyes,The Ship of Brides
1373490,Mike Carey,Dead Men's Boots
1375607,Shana Abe,Queen of Dragons
1375896,Angie Sage,Queste
1376068,Dave Isay,Listening Is an Act of Love: A Celebration of American Life from the StoryCorps Project
1377172,J.M. Coetzee,Diary of a Bad Year
1379961,Geraldine Brooks,People of the Book
1381211,Lou Schuler,"The New Rules of Lifting for Women: Lift Like a Man, Look Like a Goddess"
1381691,Lynne Jonell,Emmy and the Incredible Shrinking Rat
1383168,John Truby,The Anatomy of Story: 22 Steps to Becoming a Master Storyteller
1384415,Sophie Hannah,Hurting Distance
1386048,Camille Fronk Olson,"Mary, Martha, And Me: Seeking the One Thing That Is Needful"
1387842,Peter Carey,His Illegal Self
1388813,Lara Adrian,Midnight Awakening
1389703,Alan Bennett,The Lady in the Van
1389938,Chris Stewart,Fury & Light
1390207,Masashi Kishimoto,"Naruto, Vol. 24: Unorthodox"
1391290,Ngaio Marsh,Death of a Peer
1391817,Daniel Keyes,The Minds of Billy Milligan
1392018,Charles Moore,Watch for the Light: Readings for Advent and Christmas
1394484,Masashi Kishimoto,"Naruto, Vol. 17: Itachi's Power"
1394485,Masashi Kishimoto,"Naruto, Vol. 18: Tsunade's Choice"
1394486,Masashi Kishimoto,"Naruto, Vol. 21: Pursuit"
1395209,Joseph Delaney,Attack of the Fiend
1395807,C.J. Box,Blue Heaven
1396182,Edgar Allan Poe,Berenice
1396760,Winston Graham,Warleggan
1397889,Dakota Cassidy,The Accidental Werewolf
1400424,Kaza Kingsley,The Dragon's Eye
1402668,Madeleine Wickham,The Gatecrasher
1404466,Matsuri Hino,"MeruPuri, Vol. 2"
1405310,Shana Abe,The Dream Thief
1406197,Laurell K. Hamilton,A Lick of Frost
1406553,Edgar Allan Poe,The Facts in the Case of M. Valdemar
1408049,Richard Laymon,The Beast House
1408078,Michael Dobbs,House of Cards
1409344,Alfred Uhry,Driving Miss Daisy
1409545,John Gardner,License Renewed
1410320,Mark Mills,The Savage Garden
1412138,Patricia Briggs,Iron Kissed
1414451,Kealan Patrick Burke,The Turtle Boy
1415026,Laura Vaccaro Seeger,First the Egg
1418830,Ekaterina Sedia,The Secret History of Moscow
1421978,Rob Thurman,Madhouse
1421990,Jeaniene Frost,Halfway to the Grave
1422250,Lynsay Sands,Vampires are Forever
1422252,Lynsay Sands,"Vampire, Interrupted"
1422253,Lynsay Sands,The Accidental Vampire
1422926,Annie North Bedford,Frosty the Snow Man
1425134,Denise Fleming,"In the Small, Small Pond"
1426554,Stuart Woods,L. A. Dead
1426558,Stuart Woods,Beverly Hills Dead
1428572,Charles Baxter,The Soul Thief
1430122,Christine Merrill,The Inconvenient Duchess
1430213,Tess Gerritsen,The Bone Garden
1434105,Janet Evanovich,Plum Lucky
1434770,Will Lavender,Obedience
1434923,Susan Wojciechowski,The Christmas Miracle of Jonathan Toomey
1438359,Lorraine Heath,Texas Glory
1438363,Lorraine Heath,Texas Splendor
1438457,Suze Rotolo,A Freewheelin' Time: A Memoir of Greenwich Village in the Sixties
1439096,Bruce Coville,My Teacher Glows in the Dark
1440133,Patricia Wentworth,The Case Is Closed
1440148,H. Beam Piper,Little Fuzzy
1440460,Fleur Jaeggy,Sweet Days of Discipline
1441722,David Wellington,99 Coffins
1442267,Michael Moorcock,Elric at the End of Time
1443836,Kevin Brockmeier,The View from the Seventh Layer
1444718,Peter Handke,The Goalie's Anxiety at the Penalty Kick
1446826,Mark Walden,The Overlord Protocol
1448248,Akira Toriyama,"Dragon Ball, Vol. 7: General Blue and the Pirate Treasure"
1450851,Steve Martini,Shadow of Power
1451884,Mary Balogh,A Christmas Promise
1452374,Kelly DiPucchio,Grace for President
1454159,Roger Deakin,Waterlog: A Swimmer's Journey Through Britain
1455884,Ann Dee Ellis,This Is What I Did
1456757,Martin Amis,The Pregnant Widow
1458234,Hari Kunzru,My Revolutions
1458875,Carla Kelly,Miss Grimsley's Oxford Career
1462020,Brian Ruckley,Winterbirth
1462282,Fyodor Dostoevsky,Bobok
1464412,Mark Reibstein,Wabi Sabi
1467621,Edgar Allan Poe,Metzengerstein
1468706,Jacqueline Winspear,An Incomplete Revenge
1469401,Will Bowen,A Complaint Free World: How to Stop Complaining and Start Enjoying the Life You Always Wanted
1470493,Stephen King,Firestarter
1471061,Jan Karon,Home to Holly Springs
1474628,Lauren Groff,The Monsters of Templeton
1476261,Rajaa Alsanea,Girls of Riyadh
1476344,Gail Z. Martin,The Blood King
1477274,H.G. Wells,The Magic Shop
1479319,Frank Viola,Pagan Christianity?: Exploring the Roots of Our Church Practices
1479413,Elizabeth Amber,Nicholas
